Sector;Cave;Basin;Hidro;Distance;Subs.Div.;Shelter.Div.;Trophic.Div.;Shelter.Av.;Trophic.Av.;GU;FZ;CRC;DTV;TM;ST;WP;DP;CR;FG;AL;BF;ACT;BAM;OTO;RL;RR;RC;XB;MB;SB;CB;CAG;CAF;ARE;SEF;HP;ES;ESC;GRR;BM
S1Q1 ;Padre;SF;Dis;15;0.744261968;0.744261968;0;10000;0;;;;0;;;;;;;;;;;;;;;;;4486.2;5397.45;;116.35;;;;0;;;
S1Q2 ;Padre;SF;Dis;20;0.516528552;0.516528552;0;10000;0;;;;0;;;;;;;;;;;;;;;8085.29;;;;64.41;1850.3;;;;0;;;
S1Q3 ;Padre;SF;Dis;25;1.367097561;1.239347042;0;9550;450;;;;450;;;;;;;;;;;;;;;;;1742.58;2204.65;4587.38;1015.39;;;;0;;;
S2Q1 ;Padre;SF;Dis;135;1.211580656;1.167251638;0;9900;0;;;;0;;;;;;;;;;;;;;;;1198.95;2478.1;5385.82;;765;;;100;0;;72.13;
S2Q2 ;Padre;SF;Dis;140;0;0;0;0;0;;;;0;;;;;;;;;;;;;10000;;;;;;;;;;;0;;;
S2Q3 ;Padre;SF;Dis;145;0;0;0;0;0;;;;0;;;;;;;;;;;;;10000;;;;;;;;;;;0;;;
S3Q1 ;Padre;SF;Dis;185;0.911730158;0;0.567300484;0;4124.6;;;;4124.6;;;;;;;;;;;;;;;;;;;;;;5875.4;;0;;;
S3Q2 ;Padre;SF;Dis;190;0.325104945;0;0;0;1000.1;;;;1000.1;;;;;;;;;;;;;;;;;;;;;;8999.9;;0;;;
S3Q3 ;Padre;SF;Dis;195;0.139918266;0;0;0;315;;;;315;;;;;;;;;;;;;;;;;;;;;;9685;;0;;;
S4Q1 ;Padre;SF;Dis;185;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;10000;;
S4Q2 ;Padre;SF;Dis;190;0.60289947;0.451984881;0;2066.57;0;;;;0;;;;;;;;;;;;;7933.43;;;1720.31;346.26;;;;;;;0;;;
S4Q3 ;Padre;SF;Dis;195;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;10000;;
S5Q1 ;Padre;SF;Dis;255;0.54374421;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;2337.3;7662.7;;0;;;
S5Q2 ;Padre;SF;Dis;260;1.113997146;0.431268341;0;3525.9;0;;;;0;;;;;;;;;;;;;;;;;;;546.48;2979.42;5256.96;1217.14;;0;;;
S5Q3 ;Padre;SF;Dis;265;0.952649232;0.486029861;0;6955.4;0;;;;0;;;;;;;;;;;;;;;;5634.8;;;1320.6;;3044.6;;;0;;;
S6Q1 ;Padre;SF;Dis;315;1.172816753;0.938976398;0;8978.7;0;;;;0;;;;;;;;;;;;;;;;;;981.18;4911.88;3085.64;1021.3;;;0;;;
S6Q2 ;Padre;SF;Dis;320;1.357909974;1.08133907;0;8204.16;0;;;;0;;;;;;;;;;;;;;;;;2039.55;;3166.95;2997.66;1795.84;;;0;;;
S6Q3 ;Padre;SF;Dis;325;1.292532155;0.5050283;0;4945.51;0;;;;0;;;;1005.73;;;;;;;;;;;;;;;;3939.78;2657.19;2397.3;;0;;;
S7Q1 ;Padre;SF;Dis;365;1.026371114;1.057570404;0;3552.7;0;;;;0;;;;;;;;;;;;;;;;;;1670.43;882.27;;;6447.3;;0;;1000;
S7Q2 ;Padre;SF;Dis;370;0.647281661;0.755086556;0;1980.73;0;;;;0;;;;;;;;;;;;;;;;;;1003.91;26.82;;;8019.27;;0;;950;
S7Q3 ;Padre;SF;Dis;375;0.472926076;0;0;1810.13;0;;;;0;;;;;;;;;;;;;;;;;;1810.13;;;;8189.87;;0;;;
S8Q1 ;Padre;SF;Dis;405;0.746344819;0.984979099;0;2212.2;0;;;;0;;;;;;;;;;;;;;;;;349.26;665.28;1197.66;;;7787.8;;0;;;
S8Q2;Padre;SF;Dis;410;0.468278846;0.712428997;0;1259.25;0;;;;0;;;;;;;;;;;;;;;;;;94.17;218.54;;;8740.75;;946.54;;;
S8Q3;Padre;SF;Dis;415;0.526554919;0.647324867;0;918.23;0;;;;0;;;;;;;;;;;;;;;;;;597.03;;321.2;388.27;8693.5;;0;;;
S9Q1;Padre;SF;Dis;435;0.551764587;0.611335197;0;1663.58;0;;;;0;;;;;;;;;;;;;;;;;;;1163.58;500;;8336.42;;0;;;
S9Q2;Padre;SF;Dis;440;1.126200167;0;0;1522;1090.77;1090.77;;;0;;;;;;;;;;;;;;;;;;;;1522;1511.15;5876.08;;0;;;
S9Q3;Padre;SF;Dis;445;0.862991029;0.589030871;0;3578.8;0;;;;0;;;;;;;;;;;;;;;;;;;987.36;2591.44;;6421.2;;0;;;
